"","studyID","Case.study","zcor.ECD.B","var.zcor.ECD.B","n.replicate.B","zcor.ECD.LD","var.zcor.ECD.LD","n.replicate.LD","study_type","experiment_type","system","ecosystem","country","litter.species","litter.type","exp_duration","meshsize..mm.","LD.metric","LD.unit","B.sampling","taxonomic.group","community.nature","consumer.taxa","B.metric","B.unit","ECD_subcategory","ECD_identity","ECD_mixture","ECD_mixture_identity_type","ECD_intensity_norm_max","ECD_intensity_norm_min","ECD_magnitude","ES_origin","B_imputation_M1","B_imputation_M2","k_rate_imputation_M1"
"1",34,34.1,-0.677666067757962,0.0144927536231884,72,-1.12702902604969,0.0144927536231884,72,"observational","field","aquatic","stream","France","Alnus glutinosa","broad leaves",21,"9","rate (k)","d-1","litterbag","A","DFW","invertebrates","taxa richness","no./bag","pesticides","pesticide mixture","yes","stressors",-1.8,-5.6,3.8,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"2",34,34.1,-0.907644983319125,0.0144927536231884,72,-1.12702902604969,0.0144927536231884,72,"observational","field","aquatic","stream","France","Alnus glutinosa","broad leaves",21,"9","rate (k)","d-1","litterbag","A","D","shredders","taxa richness","no./bag","pesticides","pesticide mixture","yes","stressors",-1.8,-5.6,3.8,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"3",34,34.1,0.266108406873654,0.0144927536231884,72,0.130739850028878,0.0144927536231884,72,"observational","field","aquatic","stream","France","Alnus glutinosa","broad leaves",21,"0.5","rate (k)","d-1","litterbag","M","D","fungi","taxa richness","no./bag","pesticides","pesticide mixture","yes","stressors",0.8,-4.89,5.69,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"4",25,25.1,-0.366623079793088,0.0416666666666667,27,0.173570164140982,0.00952380952380952,108,"observational","field","aquatic","boreal stream","Sweden","Alnus glutinosa","broad leaves",34,"5","rate (k)","d-1","litterbag","A","DFW","invertebrates","taxa richness","no./bag","nutrient enrichment","DIN","yes","stressors, resources",-0.752880039971948,-5.1892834455239,4.43640340555195,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"5",42,42.1,-0.825650416389016,0.0666666666666667,18,-0.259937866708111,0.0666666666666667,18,"observational","field","aquatic","stream","Italy","Alder; Oak; white hornbeam","leaves and twigs",21,"10","mass loss","ratio","litterbag","A","DFW","invertebrates","taxa richness","no./bag","wastewater","NH4","yes","stressors, resources",3.44922535067274,-2.55876849838646,6.0079938490592,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"6",42,42.1,-1.40406216031592,0.0666666666666667,18,-0.259937866708111,0.0666666666666667,18,"observational","field","aquatic","stream","Italy","Alder; Oak; white hornbeam","leaves and twigs",21,"10","mass loss","ratio","litterbag","A","DFW","invertebrates","Shannon index","per bag","wastewater","NH4","yes","stressors, resources",3.44922535067274,-2.55876849838646,6.0079938490592,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"7",42,42.1,-0.52162146488118,0.0666666666666667,18,0.576533775760138,0.0666666666666667,18,"observational","field","aquatic","stream","Italy","Prunus laurocerasus","leaves and twigs",21,"10","mass loss","ratio","litterbag","A","DFW","invertebrates","Shannon index","per bag","wastewater","NH4","yes","stressors, resources",3.44922535067274,-2.55876849838646,6.0079938490592,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"8",42,42.1,-0.187913949290198,0.0666666666666667,18,0.576533775760138,0.0666666666666667,18,"observational","field","aquatic","stream","Italy","Prunus laurocerasus","leaves and twigs",21,"10","mass loss","ratio","litterbag","A","DFW","invertebrates","taxa richness","per bag","wastewater","NH4","yes","stressors, resources",3.44922535067274,-2.55876849838646,6.0079938490592,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"9",42,42.1,-1.40931120161522,0.0666666666666667,18,-0.214453287054584,0.0666666666666667,18,"observational","field","aquatic","stream","Italy","Robinia pseudoacacia","leaves and twigs",21,"10","mass loss","ratio","litterbag","A","DFW","invertebrates","Shannon index","per bag","wastewater","NH4","yes","stressors, resources",3.44922535067274,-2.55876849838646,6.0079938490592,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"10",42,42.1,-1.14633960555061,0.0666666666666667,18,-0.214453287054584,0.0666666666666667,18,"observational","field","aquatic","stream","Italy","Robinia pseudoacacia","leaves and twigs",21,"10","mass loss","ratio","litterbag","A","DFW","invertebrates","taxa richness","per bag","wastewater","NH4","yes","stressors, resources",3.44922535067274,-2.55876849838646,6.0079938490592,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"11",47,47.1,-1.95170443383784,0.0333333333333333,33,-1.04174682703602,0.00980392156862745,105,"observational","field","aquatic","Mountain stream","USA","Salix spp.","broad leaves",171,"5","rate (k)","d-1","Hess sampler","A","D","shredders","taxa richness","no./sample","metals","Zn","yes","stressors",2.87734225760583,0.342004754190939,2.53533750341489,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"12",96,96.1,0.247139449299692,0.5,4,-0.574435241027575,0.0769230769230769,16,"experimental","microcosm","aquatic","stream","Portugal","Alnus glutinosa","leaf discs",40,NA,"dry mass remaining","%","leaf discs","M","D","fungi","taxa richness","no. species/sample","metals","Zn","no",NA,6.16586647676387,-5.1892834455239,11.3551499222878,"Correlation","VAR zcor imputed","VAR zcor imputed","SD approximated"
"13",98,98.1,0.0332002601323464,0.5,5,-0.422361380827224,0.0072992700729927,140,"observational","field","aquatic","stream","Portugal","Alnus glutinosa","broad leaves",77,"0.5","rate (k)","d-1","litterbag","M","D","bacteria","taxa richness","total no. OTUs per composite sample","nutrient enrichment","NH4","yes","stressors, resources",4.5173220954149,-3.65738078705457,8.17470288246947,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"14",98,98.1,0.00799121432289669,0.5,5,-0.422361380827224,0.0072992700729927,140,"observational","field","aquatic","stream","Portugal","Alnus glutinosa","broad leaves",77,"0.5","rate (k)","d-1","litterbag","M","D","fungi","taxa richness","total no. OTUs per composite sample","nutrient enrichment","NH4","yes","stressors, resources",4.5173220954149,-3.65738078705457,8.17470288246947,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"15",98,98.1,-1.0881545868691,0.5,5,-0.422361380827224,0.0072992700729927,140,"observational","field","aquatic","stream","Portugal","Alnus glutinosa","broad leaves",77,"0.5","rate (k)","d-1","litterbag","M","D","fungi","taxa richness","total no. sporulating species per composite sample","nutrient enrichment","NH4","yes","stressors, resources",4.5173220954149,-3.65738078705457,8.17470288246947,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"16",98,98.1,1.09496796681266,0.5,5,-0.422361380827224,0.0072992700729927,140,"observational","field","aquatic","stream","Portugal","Alnus glutinosa","broad leaves",77,"0.5","rate (k)","d-1","litterbag","M","D","bacteria","Evenness","total OTU-based per composite sample","nutrient enrichment","NH4","yes","stressors, resources",4.5173220954149,-3.65738078705457,8.17470288246947,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"17",98,98.1,1.12050594307334,0.5,5,-0.422361380827224,0.0072992700729927,140,"observational","field","aquatic","stream","Portugal","Alnus glutinosa","broad leaves",77,"0.5","rate (k)","d-1","litterbag","M","D","bacteria","Shannon index","total OTU-based per composite sample","nutrient enrichment","NH4","yes","stressors, resources",4.5173220954149,-3.65738078705457,8.17470288246947,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"18",98,98.1,-1.27159797015854,0.5,5,-0.422361380827224,0.0072992700729927,140,"observational","field","aquatic","stream","Portugal","Alnus glutinosa","broad leaves",77,"0.5","rate (k)","d-1","litterbag","M","D","fungi","Evenness","total OTU-based per composite sample","nutrient enrichment","NH4","yes","stressors, resources",4.5173220954149,-3.65738078705457,8.17470288246947,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"19",98,98.1,-2.05334950613725,0.5,5,-0.422361380827224,0.0072992700729927,140,"observational","field","aquatic","stream","Portugal","Alnus glutinosa","broad leaves",77,"0.5","rate (k)","d-1","litterbag","M","D","fungi","Shannon index","total OTU-based per composite sample","nutrient enrichment","NH4","yes","stressors, resources",4.5173220954149,-3.65738078705457,8.17470288246947,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"20",98,98.1,-0.866758617201859,0.5,5,-0.422361380827224,0.0072992700729927,140,"observational","field","aquatic","stream","Portugal","Alnus glutinosa","broad leaves",77,"0.5","rate (k)","d-1","litterbag","M","D","fungi","Evenness","total per composite sample","nutrient enrichment","NH4","yes","stressors, resources",4.5173220954149,-3.65738078705457,8.17470288246947,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"21",98,98.1,-0.856195361806311,0.5,5,-0.422361380827224,0.0072992700729927,140,"observational","field","aquatic","stream","Portugal","Alnus glutinosa","broad leaves",77,"0.5","rate (k)","d-1","litterbag","M","D","fungi","Shannon index","total per composite sample","nutrient enrichment","NH4","yes","stressors, resources",4.5173220954149,-3.65738078705457,8.17470288246947,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"22",98,98.2,-1.0867857316363,0.5,5,-0.819249732335118,0.0072992700729927,140,"observational","field","aquatic","stream","France","Alnus glutinosa","broad leaves",77,"0.5","rate (k)","d-1","litterbag","M","D","bacteria","taxa richness","total no. OTUs per composite sample","nutrient enrichment","NH4","yes","stressors, resources",3.14501397626975,-1.78557861015297,4.93059258642272,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"23",98,98.2,-1.12175343971484,0.5,5,-0.819249732335118,0.0072992700729927,140,"observational","field","aquatic","stream","France","Alnus glutinosa","broad leaves",77,"0.5","rate (k)","d-1","litterbag","M","D","fungi","taxa richness","total no. OTUs per composite sample","nutrient enrichment","NH4","yes","stressors, resources",3.14501397626975,-1.78557861015297,4.93059258642272,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"24",98,98.2,-0.860905722249154,0.5,5,-0.819249732335118,0.0072992700729927,140,"observational","field","aquatic","stream","France","Alnus glutinosa","broad leaves",77,"0.5","rate (k)","d-1","litterbag","M","D","fungi","taxa richness","total no. sporulating species per composite sample","nutrient enrichment","NH4","yes","stressors, resources",3.14501397626975,-1.78557861015297,4.93059258642272,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"25",98,98.2,0.381287178425979,0.5,5,-0.819249732335118,0.0072992700729927,140,"observational","field","aquatic","stream","France","Alnus glutinosa","broad leaves",77,"0.5","rate (k)","d-1","litterbag","M","D","bacteria","Evenness","total OTU-based per composite sample","nutrient enrichment","NH4","yes","stressors, resources",3.14501397626975,-1.78557861015297,4.93059258642272,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"26",98,98.2,0.121023608646912,0.5,5,-0.819249732335118,0.0072992700729927,140,"observational","field","aquatic","stream","France","Alnus glutinosa","broad leaves",77,"0.5","rate (k)","d-1","litterbag","M","D","bacteria","Shannon index","total OTU-based per composite sample","nutrient enrichment","NH4","yes","stressors, resources",3.14501397626975,-1.78557861015297,4.93059258642272,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"27",98,98.2,0.042391510561407,0.5,5,-0.819249732335118,0.0072992700729927,140,"observational","field","aquatic","stream","France","Alnus glutinosa","broad leaves",77,"0.5","rate (k)","d-1","litterbag","M","D","fungi","Evenness","total OTU-based per composite sample","nutrient enrichment","NH4","yes","stressors, resources",3.14501397626975,-1.78557861015297,4.93059258642272,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"28",98,98.2,-0.823718616042848,0.5,5,-0.819249732335118,0.0072992700729927,140,"observational","field","aquatic","stream","France","Alnus glutinosa","broad leaves",77,"0.5","rate (k)","d-1","litterbag","M","D","fungi","Shannon index","total OTU-based per composite sample","nutrient enrichment","NH4","yes","stressors, resources",3.14501397626975,-1.78557861015297,4.93059258642272,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"29",98,98.2,-0.352759588147723,0.5,5,-0.819249732335118,0.0072992700729927,140,"observational","field","aquatic","stream","France","Alnus glutinosa","broad leaves",77,"0.5","rate (k)","d-1","litterbag","M","D","fungi","Evenness","total per composite sample","nutrient enrichment","NH4","yes","stressors, resources",3.14501397626975,-1.78557861015297,4.93059258642272,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"30",98,98.2,-0.601525259167645,0.5,5,-0.819249732335118,0.0072992700729927,140,"observational","field","aquatic","stream","France","Alnus glutinosa","broad leaves",77,"0.5","rate (k)","d-1","litterbag","M","D","fungi","Shannon index","total per composite sample","nutrient enrichment","NH4","yes","stressors, resources",3.14501397626975,-1.78557861015297,4.93059258642272,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"31",101,101.1,0.23563972629211,0.0175438596491228,60,-0.51876495460604,0.0175438596491228,60,"observational","field","aquatic","stream","Portugal","Chestnut","broad leaves",28,"5","rate (k)","d-1","litterbag","A","DFW","invertebrates","taxa richness","no./bag","eutrophication","NH4","yes","stressors, resources",3.13271644845934,-3.65738078705457,6.79009723551391,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"32",101,101.1,-0.309844555218159,0.0175438596491228,60,-0.51876495460604,0.0175438596491228,60,"observational","field","aquatic","stream","Portugal","Chestnut","broad leaves",28,"5","rate (k)","d-1","litterbag","M","D","fungi","taxa richness","no./bag","eutrophication","NH4","yes","stressors, resources",3.13271644845934,-3.65738078705457,6.79009723551391,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"33",119,119.1,-0.163735864277489,0.5,4,0.157989410121141,0.111111111111111,12,"experimental","laboratory","aquatic","stream","Portugal","Alnus glutinosa","leaf discs",1,NA,"mass loss","%","litterbag","M","D","fungi","taxa richness","no./composite sample","nutrient enrichment","SRP","no",NA,2.73111547403321,-5.1892834455239,7.92039891955711,"Correlation","VAR zcor imputed","VAR zcor imputed","SD not imputed"
"34",119,119.1,-1.57466574630276,0.5,4,-1.03077420353712,0.111111111111111,12,"experimental","laboratory","aquatic","stream","Portugal","Alnus glutinosa","leaf discs",35,NA,"mass loss","%","litterbag","M","D","fungi","taxa richness","no./composite sample","metals","Zn","no",NA,6.16484658886313,-5.1892834455239,11.354130034387,"Correlation","VAR zcor imputed","VAR zcor imputed","SD not imputed"
"35",123,123.1,-0.614661323098108,0.0208333333333333,51,-0.175894359220997,0.0121951219512195,85,"observational","field","aquatic","streams","Germany","Alnus glutinosa","broad leaves",19,"0.25","rate (k)","d-1","leaf discs","M","D","fungi","taxa richness","no./sample","pesticides","pesticide mixture","yes","stressors, resources",0.532587115547503,-1.05664808956908,1.58923520511658,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"36",123,123.1,-0.308574393588737,0.0714285714285714,17,-0.0860964118610402,0.0140845070422535,74,"observational","field","aquatic","streams","Germany","Alnus glutinosa","broad leaves",19,"8","rate (k)","d-1","litterbag","A","D","shredders","taxa richness","no./composite sample","pesticides","pesticide mixture","yes","stressors, resources",0.57500693825572,-2.09286456201198,2.6678715002677,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"37",123,123.1,-0.0971681448282832,0.0714285714285714,17,-0.0860964118610402,0.0140845070422535,74,"observational","field","aquatic","streams","Germany","Alnus glutinosa","broad leaves",19,"8","rate (k)","d-1","litterbag","A","DFW","invertebrates","taxa richness","no./composite sample","pesticides","pesticide mixture","yes","stressors, resources",0.57500693825572,-2.09286456201198,2.6678715002677,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"38",129,129.1,1.12576614488361,0.5,5,0.22805418117739,0.0103092783505155,100,"experimental","field","aquatic","stream","Portugal","Ochroma pyramidale","wood/veneer",94.5,"10","rate (k)","d-1","litterbag","M","D","fungi","taxa richness","total no. taxa","nutrient enrichment","NO3","no",NA,-1.13046498721933,-3.6954143445996,2.56494935738027,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"39",129,129.1,-0.585487969555348,0.5,5,0.569521714674825,0.0103092783505155,100,"experimental","field","aquatic","stream","Portugal","Alnus glutinosa","broad leaves",35,"10","rate (k)","d-1","litterbag","M","D","fungi","taxa richness","total no. taxa","nutrient enrichment","NO3","no",NA,-1.13046498721933,-3.6954143445996,2.56494935738027,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"40",129,129.1,0.371676737523751,0.5,5,0.574514756637783,0.0103092783505155,100,"experimental","field","aquatic","stream","Portugal","Quercus robur","broad leaves",94.5,"10","rate (k)","d-1","litterbag","M","D","fungi","taxa richness","total no. taxa","nutrient enrichment","NO3","no",NA,-1.13046498721933,-3.6954143445996,2.56494935738027,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"41",157,157.1,0.28610895676177,0.111111111111111,12,0.697447534703529,0.00709219858156028,144,"observational","field","aquatic","stream","USA","red maple","broad leaves",147,"4","rate (k)","d-1","litterbag","A","DFW","invertebrates","taxa richness","per stream","nutrient enrichment","SRP","yes","stressors, resources",-2.14849155765665,-2.95286437332682,0.80437281567017,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"42",180,180.1,-0.58240554560279,0.0555555555555556,21,-0.824864684656284,0.00980392156862745,105,"observational","field","aquatic","stream","USA","Acer saccharinum","broad leaves",56,"10","rate (k)","d-1","kicknet and dip net","A","bioindicators","EPT","taxa richness","no./composite sample","acid mine drainage","Al","yes","stressors",3.60811809746948,0.321583624127462,3.28653447334202,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"43",180,180.1,-1.17626473102635,0.0555555555555556,21,-0.824864684656284,0.00980392156862745,105,"observational","field","aquatic","stream","USA","Acer saccharinum","broad leaves",56,"10","rate (k)","d-1","kicknet and dip net","A","W","invertebrates","taxa richness","no./composite sample","acid mine drainage","Al","yes","stressors",3.60811809746948,0.321583624127462,3.28653447334202,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"44",203,203.1,-0.913888848386706,0.0144927536231884,72,-1.34071032044787,0.0196078431372549,54,"observational","field","aquatic","stream","France","Alnus glutinosa","broad leaves",27,"10","rate (k)","d-1","Surber sampler","A","D","shredders","taxa richness","per m2","eutrophication","NH4","yes","stressors, resources",1.61073507076035,-1.80892597414997,3.41966104491032,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"45",203,203.1,-0.522440489605897,0.0144927536231884,72,-1.34071032044787,0.0196078431372549,54,"observational","field","aquatic","stream","France","Alnus glutinosa","broad leaves",27,"10","rate (k)","d-1","Surber sampler","A","W","invertebrates","Shannon index","per sample","eutrophication","NH4","yes","stressors, resources",1.61073507076035,-1.80892597414997,3.41966104491032,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"46",213,213.1,-0.798228197972328,0.00350877192982456,288,-0.474722808968374,0.00350877192982456,288,"observational","field","aquatic","estuary","Portugal","Fucus vesiculosus","algae cut in 8 cm long fragments",30,"5","rate (k)","d-1","litterbag","A","DFW","invertebrates","taxa richness","no./bag","metals","Hg","yes","stressors",2.00143640728089,-5.1892834455239,7.19071985280479,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"47",213,213.1,-0.38245790765987,0.00350877192982456,288,-0.474722808968374,0.00350877192982456,288,"observational","field","aquatic","estuary","Portugal","Fucus vesiculosus","algae cut in 8 cm long fragments",30,"5","rate (k)","d-1","litterbag","A","DFW","invertebrates","Shannon index","per bag","metals","Hg","yes","stressors",2.00143640728089,-5.1892834455239,7.19071985280479,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"48",213,213.1,-0.866618805131861,0.010752688172043,96,-0.474722808968374,0.00350877192982456,288,"observational","field","aquatic","estuary","Portugal","Fucus vesiculosus","algae cut in 8 cm long fragments",30,"5","rate (k)","d-1","core","A","W","invertebrates","Shannon index","per core sample","metals","Hg","yes","stressors",2.00143640728089,-5.1892834455239,7.19071985280479,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"49",213,213.1,-0.766942481950865,0.010752688172043,96,-0.474722808968374,0.00350877192982456,288,"observational","field","aquatic","estuary","Portugal","Fucus vesiculosus","algae cut in 8 cm long fragments",30,"5","rate (k)","d-1","core","A","W","invertebrates","taxa richness","per core sample","metals","Hg","yes","stressors",2.00143640728089,-5.1892834455239,7.19071985280479,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"50",213,213.1,-0.493224037029444,0.00350877192982456,288,-0.199218119222792,0.00350877192982456,288,"observational","field","aquatic","estuary","Portugal","Phragmites australis","broad leaves cut in 8 cm long fragments",30,"5","rate (k)","d-1","litterbag","A","DFW","invertebrates","taxa richness","no./bag","metals","Hg","yes","stressors",2.00143640728089,-5.1892834455239,7.19071985280479,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"51",213,213.1,-0.514321616071429,0.00350877192982456,288,-0.199218119222792,0.00350877192982456,288,"observational","field","aquatic","estuary","Portugal","Phragmites australis","broad leaves cut in 8 cm long fragments",30,"5","rate (k)","d-1","litterbag","A","DFW","invertebrates","Shannon index","per bag","metals","Hg","yes","stressors",2.00143640728089,-5.1892834455239,7.19071985280479,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"52",213,213.1,-0.866618805131861,0.010752688172043,96,-0.199218119222792,0.00350877192982456,288,"observational","field","aquatic","estuary","Portugal","Phragmites australis","broad leaves cut in 8 cm long fragments",30,"5","rate (k)","d-1","core","A","W","invertebrates","Shannon index","per core sample","metals","Hg","yes","stressors",2.00143640728089,-5.1892834455239,7.19071985280479,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"53",213,213.1,-0.766942481950865,0.010752688172043,96,-0.199218119222792,0.00350877192982456,288,"observational","field","aquatic","estuary","Portugal","Phragmites australis","broad leaves cut in 8 cm long fragments",30,"5","rate (k)","d-1","core","A","W","invertebrates","taxa richness","per core sample","metals","Hg","yes","stressors",2.00143640728089,-5.1892834455239,7.19071985280479,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"54",215,215.1,-1.32230780580821,0.5,4,0.286667960195335,0.0144927536231884,72,"observational","field","terrestrial","forest (brownfield)","France","Populus tremula","broad leaves without petioles",283,"5","rate (k)","d-1","pitfall traps","A","W","macrofauna","taxa richness","no./composite sample","metals","Pb","yes","stressors",6.30787328773879,0.277801963852074,6.03007132388672,"Correlation","VAR zcor imputed","VAR zcor imputed","SD not imputed"
"55",215,215.1,-1.32230780580821,0.5,4,0.900932372419048,0.0144927536231884,72,"observational","field","terrestrial","forest (brownfield)","France","Populus tremula","broad leaves without petioles",283,"5","rate (k)","d-1","pitfall traps","A","W","macrofauna","taxa richness","no./composite sample","metals","Pb","yes","stressors",6.30787328773879,0.277801963852074,6.03007132388672,"Correlation","VAR zcor imputed","VAR zcor imputed","SD not imputed"
"56",215,215.1,-1.32230780580821,0.5,4,0.949927299488322,0.0144927536231884,72,"observational","field","terrestrial","forest (brownfield)","France","Populus tremula","broad leaves without petioles",283,"5","rate (k)","d-1","pitfall traps","A","W","macrofauna","taxa richness","no./composite sample","metals","Pb","yes","stressors",6.30787328773879,0.277801963852074,6.03007132388672,"Correlation","VAR zcor imputed","VAR zcor imputed","SD not imputed"
"57",252,252.1,-1.44172016135563,0.333333333333333,6,-1.61987015782218,0.0666666666666667,18,"experimental","microcosms","aquatic","stream","Portugal","Alnus glutinosa","leaf discs",24,"0.5","mass loss","%","conidial suspension","M","D","fungi","taxa richness","no. conidial morphotypes/composite sample","metals","Cd","no",NA,10.0725638825801,-5.1892834455239,15.261847328104,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"58",252,252.1,-1.22742213045555,0.333333333333333,6,-1.61987015782218,0.0666666666666667,18,"experimental","microcosms","aquatic","stream","Portugal","Alnus glutinosa","leaf discs",24,"0.5","mass loss","%","litterbag","M","D","fungi","taxa richness","no. OTUs/composite sample","metals","Cd","no",NA,10.0725638825801,-5.1892834455239,15.261847328104,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"59",254,254.1,-0.337686667062815,0.0625,19,-0.641154939804932,0.0185185185185185,57,"observational","field","aquatic","stream","Germany","Birch","broad leaves",21,"coarse","rate (k) invertebrates","d-1","Surber sampler","A","W","invertebrates","taxa richness","no./composite sample","pesticides","pesticide mixture","yes","stressors, resources",0.566395474920802,-1.43508452528932,2.00148000021012,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"60",275,275.1,0.898570208943,0.5,5,1.29927541693441,0.0114942528735632,90,"observational","field","aquatic","river","Portugal","Alnus glutinosa","broad leaves",35,"0.5","rate (k)","d-1","litterbag","M","D","fungi","taxa richness","total richness","wastewater","SRP","yes","stressors, resources",2.00148000021012,-0.105360515657826,2.10684051586795,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"61",275,275.1,-0.34564028998426,0.333333333333333,6,1.71745603432576,0.0114942528735632,90,"observational","field","aquatic","river","Portugal","Alnus glutinosa","broad leaves",35,"10","rate (k)","d-1","litterbag","A","DFW","invertebrates","taxa richness","total richness","wastewater","SRP","yes","stressors, resources",2.00148000021012,-0.105360515657826,2.10684051586795,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"62",279,279.1,-0.337822180092925,0.037037037037037,30,-0.177005109601303,0.00680272108843537,150,"observational","field","aquatic","stream","Spain","Alnus glutinosa","broad leaves",58,"5","rate (k)","%AFDM.d-1","litterbag","A","D","shredders","Shannon index","per bag","eutrophication","SRP","yes","resource",0.588651227843739,-0.785472597727358,1.3741238255711,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"63",279,279.1,-0.586266891307197,0.037037037037037,30,-0.177005109601303,0.00680272108843537,150,"observational","field","aquatic","stream","Spain","Alnus glutinosa","broad leaves",58,"5","rate (k)","%AFDM.d-1","litterbag","A","D","shredders","taxa richness","per bag","eutrophication","SRP","yes","resource",0.588651227843739,-0.785472597727358,1.3741238255711,"Correlation","SD not imputed","SD not imputed","SD not imputed"
"64",279,279.1,-0.665232381377465,0.037037037037037,30,-0.177005109601303,0.00680272108843537,150,"observational","field","aquatic","stream","Spain","Alnus glutinosa","broad leaves",58,"5","rate (k)","%AFDM.d-1","litterbag","A","DFW","invertebrates","Shannon index","per bag","eutrophication","SRP","yes","resource",0.588651227843739,-0.785472597727358,1.3741238255711,"Correlation","SD not imputed","SD not imputed","SD not imputed"
